"business_id","name","neighborhood","address","city","state","postal_code","stars","review_count","is_open","categories","Restaurant","Coffee","Bar","Brunch","Total_Restaurant","Portuguese","Italian","Chinese","Mexican","French","Canadian","Japanese","American","Indian","PriceRange"
"G0B4WeOehT6wGk1JvvPDHA","Les Délices du Punjab","LaSalle","1661 Avenue Dollard","LASALLE","QC","H8N",4.5,-0.136604368974616,1,"Restaurants, Indian",TRUE,FALSE,FALSE,FALSE,-0.946673474276672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1
"OkXj4z3RfzY0b-g2Ehuq5g","Cachitos","Ville-Marie","3 Rue Sainte-Catherine O","MONTREAL","QC","H2X",4,-0.252778772907209,1,"Food, Latin American, Bakeries, Cafes, Restaurants, Venezuelan",TRUE,TRUE,FALSE,FALSE,1.85266770066373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"grHISDkIGwttYthhW8DxCQ","La Crêpe 2 Go","Plateau-Mont-Royal","2150 Rue de Bleury","MONTREAL","QC","H3A",4.5,0.81860739669337,1,"Creperies, Restaurants, Food, French",TRUE,FALSE,FALSE,FALSE,-0.0882088472949498,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2
"7SF6nn5L8djCFva8IbwRXw","Frites Alors","Côte-des-Neiges","3527 Avenue Lacombe","MONTREAL","QC","H3T",4,-0.239870505803588,1,"Restaurants, Poutineries, Sandwiches, Burgers, Canadian (New)",TRUE,FALSE,FALSE,FALSE,-0.760050729280645,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
"8Bt72yFXGaIMda3MnuJ5Mg","William J Walter","Rosemont-La Petite-Patrie","244 Place du Marché-du-Nord","MONTREAL","QC","H2S",4.5,-0.239870505803588,1,"Meat Shops, Restaurants, Specialty Food, Delicatessen, Local Flavor, American (New), Sandwiches, Canadian (New), Food",TRUE,FALSE,FALSE,FALSE,0.863567152184786,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1
"sxcIt1KsAyeZklKOLaKV8A","La Dora","Mercier-Hochelaga-Maisonneuve","6837 Rue Sherbrooke E","MONTREAL","QC","H1N",4.5,-0.226962238699966,0,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.05864712127429,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"fDi6ZNZor88A9YOvKe2m2g","Magic Idea","Ville-Marie","30 Rue de Gauchetière Ouest, 2e étage","MONTREAL","QC","H2Z",2.5,-0.317320108425316,0,"Asian Fusion, Tea Rooms, Coffee & Tea, Restaurants, Food, Chinese, Taiwanese",TRUE,TRUE,FALSE,FALSE,0.0424270742022688,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"izR8yDpeFmI3vGylKc7Bsg","Restaurant La Hacienda","Outremont","1148 Van Horne Avenue","OUTREMONT","QC","H2V",3.5,-0.368953176839802,0,"Restaurants, Mexican",TRUE,FALSE,FALSE,FALSE,0.135738446700282,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"hqSgVJUBj4vlP9EvfPuyxQ","La Vita","Laval","1039 Boulevard des Laurentides","LAVAL","QC","H7G",3.5,-0.368953176839802,1,"Pizza, Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.37590578776753,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"lqc424ErH0U6Z4eg-k_cQQ","Mandy's","Plateau-Mont-Royal","201 Avenue Laurier O","MONTREAL","QC","H2T",4,-0.136604368974616,1,"Restaurants, Salad, Cafes, Soup, Canadian (New)",TRUE,TRUE,FALSE,FALSE,0.583633034690746,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1mGHeSYj-iCilxQYLXSlUg","Luciano Trattoria","Rosemont-La Petite-Patrie","1212 Rue Saint-Zotique E","MONTREAL","QC","H2S",4,-0.201145704492723,1,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,0.863567152184786,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"XC7RBm6or4mf2LyKqQfuUw","L'Orchidée de Chine","Ville-Marie","2017 Rue Peel","MONTREAL","QC","H3A",3.5,-0.0849713005601304,1,"Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,-0.0882088472949498,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"jKN4-aY6DEeAXNeL6CNLJQ","Tchang Kiang par le Yangtze","Notre-Dame-de-Grâce","6066 Rue Sherbrooke O","MONTREAL","QC","H4A",3.5,-0.265687040010831,1,"Restaurants, Chinese",TRUE,FALSE,FALSE,FALSE,0.0237647997026661,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"P5O3wTsW8bdWQV-zf4G_Vw","Baxo Cuisine Bar","Ville-Marie","343 Saint-Paul","MONTREAL","QC","H2Y",3,-0.330228375528938,0,"Restaurants, Gastropubs, French",TRUE,FALSE,FALSE,FALSE,1.51674675967088,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"dgiJTIKS1QYTW2gFyK2X7A","Le St-Urbain","Ahuntsic-Cartierville","96, rue Fleury O","MONTREAL","QC","H3L",4,-0.0720630334565089,1,"French, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.37590578776753,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"r3Yj3Vc_FOdRfZ4Q4Ei2Eg","Maison du Nord","Ville-Marie","2130 Rue Saint-Mathieu","MONTREAL","QC","H3H",4,-0.188237437389102,1,"Restaurants, Chinese",TRUE,FALSE,FALSE,FALSE,0.397010289694719,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"ByFBnl90Nr2T7UUwoDQ42g","Le Paris","Ville-Marie","1812 Rue Sainte-Catherine O","MONTREAL","QC","H3H",3.5,-0.162420903181859,0,"French, Restaurants",TRUE,FALSE,FALSE,FALSE,0.397010289694719,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"osMvYQ4knVloq3DXZwt2sQ","Cafe Via Dante","Rosemont-La Petite-Patrie","251 Rue Dante","MONTREAL","QC","H2S",4.5,-0.278595307114452,1,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,0.863567152184786,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"9XMdULm5NCZcq3pO1Loejw","Kobé","Mercier-Hochelaga-Maisonneuve","6720 Rue Sherbrooke E","MONTREAL","QC","H1N",3.5,-0.291503574218073,1,"Restaurants, Japanese",TRUE,FALSE,FALSE,FALSE,-1.05864712127429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"S3qs5ZAZgqDvM88jj17hbQ","Carlos & Pepes","Ville-Marie","1420 Rue Peel","MONTREAL","QC","H3A",2.5,1.15422234138753,1,"Restaurants, Mexican",TRUE,FALSE,FALSE,FALSE,-0.0882088472949498,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"DgsqQubd1oxl2vUnLMPXSw","Restaurant La Prunelle","Plateau-Mont-Royal","327 Duluth Avenue E","MONTREAL","QC","H2W",3.5,0.0182948362688411,1,"Canadian (New), Restaurants",TRUE,FALSE,FALSE,FALSE,0.452997113193527,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
"ri-HmPsL772kpCdmSEG77w","Restaurant Ken Ching","Laval","270 Boulevard Samson","LAVAL","QC","H7X",3.5,-0.291503574218073,1,"Thai, Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.33858123876833,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"wWV90q48ugyxyXW6gZav8w","Arepas","Ville-Marie","521 St. Catherine Street W","MONTREAL","QC","H3B",3.5,-0.226962238699966,0,"Restaurants, Latin American, Venezuelan",TRUE,FALSE,FALSE,FALSE,0.0984138977010767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"zW9XOjuqrogE46FQH61GDw","Mucho Burrito","Ahuntsic-Cartierville","Marché Central, 1029 Rue du Marché Central","MONTREAL","QC","H4N",3.5,-0.343136642632559,1,"Mexican, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.18928304277151,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"YovgOGBWuIB-TTcuWJdpRQ","Restaurant O Cantinho","Villeray-Saint-Michel-Parc-Extension","3204 Jarry Rue E","MONTREAL","QC","H1Z",4,-0.149512636078238,1,"Portuguese, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.39456806226714,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"ybFJUdRaN4eCff-W3HHiEw","Grumman78","Sud-Ouest","630 De Courcelle","MONTREAL","QC","H4C",3.5,0.870240465107856,1,"Food Stands, Sandwiches, Food, Mexican, Food Trucks, Restaurants",TRUE,FALSE,FALSE,FALSE,-0.405467513788195,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"JOKoBRVZntmng3Iw6aSg2w","Mon Shing Restaurant","Ville-Marie","90 rue de la Gauchetière O","MONTREAL","QC","H2Z",2.5,0.00538656916521969,1,"Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,0.0424270742022688,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"k2iXZr6uDCbuBisihm-ftg","Rice Box","Mercier-Hochelaga-Maisonneuve","3121 Rue Hochelaga","MONTREAL","QC","H1W",5,-0.356044909736181,0,"Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,-0.928011199777069,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"VeJL7DR-LyHkcFIaIxB2ew","Ristorante Riventino","LaSalle","7 8E Avenue","LASALLE","QC","H8P",4,-0.356044909736181,1,"Restaurants, Italian",TRUE,FALSE,FALSE,FALSE,-1.41323033676674,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"p7AvE2Lpxoh2NMfFO0kTvw","Kumamoto","Ville-Marie","1812 Rue Sainte-Catherine O","MONTREAL","QC","H3H",3.5,0.263551911237648,1,"Noodles, Japanese, Ramen, Restaurants",TRUE,FALSE,FALSE,FALSE,0.397010289694719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"Izd-To33XTMnjM19XRonhw","Amigo","Ville-Marie","1027 Boulevard Saint-Laurent, 2e étage","MONTREAL","QC","H2Z",4,0.134469240201434,1,"Restaurants, Chinese",TRUE,FALSE,FALSE,FALSE,0.0424270742022688,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"YsqezpbZ-cgwf9kvWpBvFw","Fay Wong","Côte Saint-Luc","7020 Chemin de la Côte-Saint-Luc","MONTREAL","QC","H4V",2.5,-0.278595307114452,1,"Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.35724351326793,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"RZSo7BDhl1zpBBfNvEoV2Q","Sushido","Laval","SmartCentres Laval Ouest, 920 Autoroute Chomedey 13","LAVAL","QC","H7X",4,-0.330228375528938,1,"Japanese, Sushi Bars, Restaurants",TRUE,FALSE,TRUE,FALSE,-1.33858123876833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"dEmNOTm8Rmm9JYZdGX_Lhw","Ristorante Beatrice","Ville-Marie","1504 Rue Sherbrooke O","MONTREAL","QC","H3G",4,0.250643644134027,1,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,1.03152762268121,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"YZBzYcOwvbJlCXnLN4tDgQ","Giorgio Ristorante","Laval","2121 Boulevard le Carrefour","LAVAL","QC","H7S",3,-0.317320108425316,1,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.05864712127429,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"NXOtO23eUQK0odEirJ80Pg","Hard Rock Cafe","Ville-Marie","1458 Crescent Rue","MONTREAL","QC","H3G",2,-0.330228375528938,0,"American (Traditional), Restaurants",TRUE,FALSE,FALSE,FALSE,1.03152762268121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2
"-WKylI3RHlvNo2IKt31ArQ","Barcola Bistro","Plateau-Mont-Royal","5607 Avenue du Parc","MONTREAL","QC","H2V",3.5,-0.214053971596345,1,"Italian, Restaurants",TRUE,FALSE,FALSE,FALSE,0.135738446700282,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"4O8fzz9F-XEsQ-gTMgkiyQ","Restaurant Les Pyrénées","Ville-Marie","320 Rue Saint-Paul O","MONTREAL","QC","H2Y",4,1.03804793745493,1,"Restaurants, French, Spanish",TRUE,FALSE,FALSE,FALSE,1.51674675967088,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"VR6GpWIda3SfvPC-lg9H3w","Tuck Shop","Sud-Ouest","4662 Rue Notre-Dame O","MONTREAL","QC","H4C",4.5,0.289368445444891,1,"Restaurants, Italian, Canadian (New)",TRUE,FALSE,FALSE,FALSE,-0.405467513788195,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
"vjvoPUlaByrkrmLzv-Wt8A","Nagoya Sushi","Ville-Marie","443 President Kennedy","MONTREAL","QC","H3A",4,-0.356044909736181,1,"Japanese, Sushi Bars, Restaurants",TRUE,FALSE,TRUE,FALSE,-0.0882088472949498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"gLTCGEGRRHfbPShd5wY80g","Triple B Restaurant","Sud-Ouest","4225 Notre Dame W","MONTREAL","QC","H4C",3.5,-0.368953176839802,0,"Buffets, Canadian (New), Indian, Gluten-Free, Vegetarian, Restaurants",TRUE,FALSE,FALSE,FALSE,-0.405467513788195,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"pJVPEicWbvcz8ATQGick6g","Yuki Ramen","Ville-Marie","1616 Rue Sainte-Catherine O","MONTREAL","QC","H3H",4,-0.110787834767373,0,"Diners, Ramen, Chinese, Japanese, Restaurants",TRUE,FALSE,FALSE,FALSE,0.397010289694719,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Xa8aadsVfrqocGA_rVzsdA","Aix Cuisine du Terroir","Ville-Marie","711 cote de la Place d'Armes","MONTREAL","QC","H2Y",3.5,-0.226962238699966,0,"Restaurants, French",TRUE,FALSE,FALSE,FALSE,1.51674675967088,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
"i3rdifli2uVDfAn5-E4jmg","Palais d'Ajit","Verdun","4801 Rue de Verdun","VERDUN","QC","H4G",4,0.00538656916521969,1,"Restaurants, Indian",TRUE,FALSE,FALSE,FALSE,-0.741388454781043,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2
"EGntjieS5UEywKIZEH_40A","Restaurant de l'Apothicaire","Rosemont-La Petite-Patrie","6272 Rue Saint-Hubert","MONTREAL","QC","H2S",3.5,-0.226962238699966,1,"Canadian (New), Restaurants, Breakfast & Brunch",TRUE,FALSE,FALSE,TRUE,0.863567152184786,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
"2meb5cwKh125tF5IwUiIJA","Patisserie Harmonie","Ville-Marie","85, Rue de la Gauchetiere Ouest","MONTREAL","QC","H2Z",4,1.14131407428391,1,"Bakeries, Food, Chinese, Restaurants",TRUE,FALSE,FALSE,FALSE,0.0424270742022688,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"sMnDM2Dyhk5_QpXCPxagaw","Sushi Momo","Plateau-Mont-Royal","4669 Rue Saint-Denis","MONTREAL","QC","H2J",4.5,0.392634582273863,0,"Restaurants, Japanese, Sushi Bars, Vegan",TRUE,FALSE,TRUE,FALSE,0.583633034690746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"6Q5XNrz-EXX1tI-3UHR2Pw","Le Mitoyen","Laval","652 Place Publique","LAVAL","QC","H7X",5,-0.330228375528938,1,"French, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.33858123876833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
"SPmtZj-kA3eAoXYC3dDOLQ","Cari Masala","Mercier-Hochelaga-Maisonneuve","9194 Rue Sherbrooke E","MONTREAL","QC","H1L",2.5,-0.304411841321695,1,"Indian, Restaurants",TRUE,FALSE,FALSE,FALSE,-1.41323033676674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2
"NJNyDJlqw1RKHUQdV9YqWQ","Cabotins","Mercier-Hochelaga-Maisonneuve","4821 Rue Sainte-Catherine E","MONTREAL","QC","H1V",4,-0.278595307114452,1,"Restaurants, French, Breakfast & Brunch",TRUE,FALSE,FALSE,TRUE,-1.28259441526952,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2
"AMzz1UU3nN7CshAFK9X9mQ","Le Canard Libéré","Plateau-Mont-Royal","4396 Boulevard Saint-Laurent","MONTREAL","QC","H2W",4,-0.317320108425316,0,"Food, Meat Shops, Canadian (New), Specialty Food, Restaurants, American (Traditional), Delicatessen",TRUE,FALSE,FALSE,FALSE,0.452997113193527,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"XtO9u4T3uFYB_fT2VZW6xQ","Café Les Entretiens","Plateau-Mont-Royal","1577 Avenue Laurier E","MONTREAL","QC","H2J",4.5,0.0182948362688411,1,"Cafes, Canadian (New), Restaurants, Burgers",TRUE,TRUE,FALSE,FALSE,0.583633034690746,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
"gjATEWAllTfxfxhGqJ93sQ","Il Focolaio","Ville-Marie","1223 Rue du Square-Phillips","MONTREAL","QC","H3B",4,3.71005922790457,1,"Pizza, Restaurants, Italian",TRUE,FALSE,FALSE,FALSE,0.0984138977010767,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"GVAnGPeVcSwYGU-DczjsaA","Kokoro Sushi","Ahuntsic-Cartierville","1150 Rue Sauvé O","MONTREAL","QC","H4N",4,-0.356044909736181,1,"Asian Fusion, Restaurants, Sushi Bars, Japanese",TRUE,FALSE,TRUE,FALSE,-1.18928304277151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3
"lNB-yJoVi-sk6X0uoWOh-g","Sel Gras","Plateau-Mont-Royal","5245 Boulevard Saint-Laurent","MONTREAL","QC","H2T",4,0.211918842823163,0,"International, French, Portuguese, Italian, Restaurants, Mediterranean, Canadian (New)",TRUE,FALSE,FALSE,FALSE,0.583633034690746,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"v8zKjH1o_qAI4SBd3na7gg","Barbie's","Laval","580 boulevard Saint-Martin Ouest","LAVAL","QC","H7M",3,-0.239870505803588,1,"Restaurants, Canadian (New)",TRUE,FALSE,FALSE,FALSE,-1.22660759177071,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
"3yG3cf2ZoKKVI3wwPVBZ7w","Los Planes","Rosemont-La Petite-Patrie","531 Belanger Rue","MONTREAL","QC","H2S",4,-0.136604368974616,1,"Restaurants, Latin American, Salvadoran",TRUE,FALSE,FALSE,FALSE,0.863567152184786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"8oDj7XmPrBcH2D2iYcpP9Q","Restaurant La Cucina","Plateau-Mont-Royal","5134 Boulevard Saint-laurent","MONTREAL","QC","H2T",4,-0.368953176839802,0,"Restaurants, Italian",TRUE,FALSE,FALSE,FALSE,0.583633034690746,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"T4shscbr3BU3yb6EA3BSfA","Les 400 Coups","Ville-Marie","400 Rue Notre-Dame E","MONTREAL","QC","H2Y",4,0.805699129589749,0,"Restaurants, French",TRUE,FALSE,FALSE,FALSE,1.51674675967088,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"y4OeYKJM65hXeFX0Wr6woA","Sakura","Ville-Marie","2170 Rue De La Montagne","MONTREAL","QC","H3G",3,-0.356044909736181,0,"Japanese, Restaurants",TRUE,FALSE,FALSE,FALSE,1.03152762268121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2
"NjK53n6gjgWkm_YAyx6ECA","Atelier Asie","Ville-Marie","453 Avenue Viger O","MONTREAL","QC","H2Z",4.5,-0.317320108425316,1,"Japanese, Restaurants, Asian Fusion, Ramen",TRUE,FALSE,FALSE,FALSE,0.0424270742022688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"oZE2Wrz8RPpFv5AmMVOzJw","Greasy Spoon","Plateau-Mont-Royal","160 Avenue Laurier O","MONTREAL","QC","H2T",3,0.0957444388905698,1,"Restaurants, Canadian (New)",TRUE,FALSE,FALSE,FALSE,0.583633034690746,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
"YgIHpUnaCVAETDhQMXuDww","Portovino Ristorante - Anjou","Anjou","CF Galeries d'Anjou, 7999 Boulevard les Galeries d'Anjou","ANJOU","QC","H1M",2,-0.356044909736181,0,"Restaurants, French, Italian",TRUE,FALSE,FALSE,FALSE,-1.33858123876833,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3
"mtW6XmNlu4x05GsOIyGD3w","La Maison Pham","Laval","610 Boulevard Cartier Ouest","LAVAL","QC","H7V",4,-0.368953176839802,1,"Restaurants, Vietnamese, French",TRUE,FALSE,FALSE,FALSE,-1.1706207682719,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2
"pRvq-3aYrzzbgEuOwfvI8A","Melchorita","Villeray-Saint-Michel-Parc-Extension","7901 Rue Saint-Dominique","MONTREAL","QC","H2R",5,-0.356044909736181,0,"Restaurants, Peruvian, Latin American",TRUE,FALSE,FALSE,FALSE,-0.536103435285413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2
"Vp8Dkam_Hv204Or0hul1NQ","Dev Restaurant","Côte-des-Neiges","5987 Victoria Avenue","MONTREAL","QC","H3W",3,-0.252778772907209,0,"Restaurants, Indian",TRUE,FALSE,FALSE,FALSE,-1.1332962192727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2
